Genome Abbreviated ID,Genome full ID,Source dataset,Dataset type,Dataset ID,Genome topology,Genome length,ANI clustering status,ANI cluster,Predicted completeness,List of virophage marker genes,gwAAI group,MCP tree group,Blast-based affiliation,Dataset publication doi (or other comparable reference),Proposal doi (for JGI datasets)
PE_172,3300009183_____Ga0114974_10000518,Paez-Espino_2019,Metagenome,3300009183,DTR,32223,Clustered,IMG_VR_0600,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_174,3300009183_____Ga0114974_10000644,Paez-Espino_2019,Metagenome,3300009183,Linear,28697,Clustered,IMG_VR_0602,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_175,3300009183_____Ga0114974_10000724,Paez-Espino_2019,Metagenome,3300009183,Linear,27214,Clustered,IMG_VR_0603,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_176,3300009184_____Ga0114976_10001069,Paez-Espino_2019,Metagenome,3300009184,Linear,17037,Clustered,IMG_VR_0613,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_177,3300009184_____Ga0114976_10001631,Paez-Espino_2019,Metagenome,3300009184,Linear,14070,Clustered,IMG_VR_0616,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_178,3300009184_____Ga0114976_10002882,Paez-Espino_2019,Metagenome,3300009184,Linear,10764,Clustered,IMG_VR_1136,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_179,3300009413_____Ga0114902_1000298,Paez-Espino_2019,Metagenome,3300009413,DTR,30397,Seed,PE_179,Complete,ATPase MCP Penton PRO,Group 003,Aquatic virophages 2,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000616
PE_180,3300009419_____Ga0114982_1000775,Paez-Espino_2019,Metagenome,3300009419,Linear,16731,Clustered,IMG_VR_0634,NA,NA,NA,NA,NA,10.1038/s41564-018-0312-6 10.1186/s40168-019-0768-5,10.46936/10.25585/60001053
PE_181,3300009419_____Ga0114982_1001210,Paez-Espino_2019,Metagenome,3300009419,Linear,12941,Clustered,IMG_VR_1257,NA,NA,NA,NA,NA,10.1038/s41564-018-0312-6 10.1186/s40168-019-0768-5,10.46936/10.25585/60001053
PE_182,3300009500_____Ga0116229_10007006,Paez-Espino_2019,Metagenome,3300009500,DTR,17860,Clustered,IMG_VR_0637,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000684
PE_183,3300009545_____Ga0105237_10003663,Paez-Espino_2019,Metagenome,3300009545,ITR,18116,Seed,PE_183,Complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000745
PE_184,3300009547_____Ga0116136_1000934,Paez-Espino_2019,Metagenome,3300009547,Linear,15749,Clustered,IMG_VR_0642,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_185,3300009548_____Ga0116107_1001113,Paez-Espino_2019,Metagenome,3300009548,DTR,17026,Clustered,IMG_VR_0643,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_186,3300009548_____Ga0116107_1001592,Paez-Espino_2019,Metagenome,3300009548,Linear,13152,Clustered,IMG_VR_0644,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_187,3300009618_____Ga0116127_1001084,Paez-Espino_2019,Metagenome,3300009618,Linear,18358,Clustered,IMG_VR_0652,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_188,3300009618_____Ga0116127_1001311,Paez-Espino_2019,Metagenome,3300009618,Linear,15511,Clustered,IMG_VR_0653,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_189,3300009618_____Ga0116127_1001795,Paez-Espino_2019,Metagenome,3300009618,Linear,11857,Clustered,IMG_VR_1066,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_190,3300009684_____Ga0114958_10000782,Paez-Espino_2019,Metagenome,3300009684,Linear,26570,Clustered,IMG_VR_0659,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_191,3300009684_____Ga0114958_10002157,Paez-Espino_2019,Metagenome,3300009684,Linear,14924,Clustered,IMG_VR_0660,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_192,3300009690_____Ga0116143_10003940,Paez-Espino_2019,Metagenome,3300009690,Linear,14537,Clustered,IMG_VR_0667,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000776
PE_193,3300009711_____Ga0116166_1004262,Paez-Espino_2019,Metagenome,3300009711,Linear,10583,Clustered,IMG_VR_0670,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000776
PE_194,3300009760_____Ga0116131_1001150,Paez-Espino_2019,Metagenome,3300009760,Linear,16771,Clustered,IMG_VR_0672,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60001027
PE_195,3300009781_____Ga0116178_10003357,Paez-Espino_2019,Metagenome,3300009781,Linear,12195,Clustered,IMG_VR_0674,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000776
PE_196,3300010157_____Ga0114964_10000508,Paez-Espino_2019,Metagenome,3300010157,Linear,29990,Clustered,IMG_VR_1361,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_197,3300010157_____Ga0114964_10000599,Paez-Espino_2019,Metagenome,3300010157,Linear,28008,Clustered,IMG_VR_0679,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_198,3300010157_____Ga0114964_10000624,Paez-Espino_2019,Metagenome,3300010157,Linear,27184,Clustered,IMG_VR_0680,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_199,3300010157_____Ga0114964_10001356,Paez-Espino_2019,Metagenome,3300010157,Linear,17871,Clustered,IMG_VR_0688,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_200,3300010157_____Ga0114964_10001382,Paez-Espino_2019,Metagenome,3300010157,Linear,17717,Clustered,IMG_VR_0689,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_201,3300010157_____Ga0114964_10001616,Paez-Espino_2019,Metagenome,3300010157,Linear,16333,Clustered,IMG_VR_1365,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_202,3300010157_____Ga0114964_10002347,Paez-Espino_2019,Metagenome,3300010157,Linear,13207,Clustered,IMG_VR_0692,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_203,3300010157_____Ga0114964_10002903,Paez-Espino_2019,Metagenome,3300010157,Linear,11800,Clustered,IMG_VR_0694,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_204,3300010157_____Ga0114964_10003108,Paez-Espino_2019,Metagenome,3300010157,Linear,11325,Clustered,IMG_VR_0696,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_205,3300010158_____Ga0114960_10000582,Paez-Espino_2019,Metagenome,3300010158,Linear,30579,Clustered,IMG_VR_1276,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_206,3300010158_____Ga0114960_10000746,Paez-Espino_2019,Metagenome,3300010158,Linear,26908,Clustered,IMG_VR_1254,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_207,3300010158_____Ga0114960_10000772,Paez-Espino_2019,Metagenome,3300010158,DTR,26192,Clustered,IMG_VR_0712,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_208,3300010158_____Ga0114960_10001476,Paez-Espino_2019,Metagenome,3300010158,Linear,18818,Clustered,IMG_VR_1144,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_209,3300010158_____Ga0114960_10002393,Paez-Espino_2019,Metagenome,3300010158,Linear,14653,Clustered,IMG_VR_1369,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_210,3300010158_____Ga0114960_10002925,Paez-Espino_2019,Metagenome,3300010158,Linear,13184,Clustered,IMG_VR_0719,NA,NA,NA,NA,NA,10.1111/1462-2920.14283 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_211,3300010160_____Ga0114967_10000584,Paez-Espino_2019,Metagenome,3300010160,Linear,31387,Clustered,IMG_VR_1283,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_212,3300010334_____Ga0136644_10000572,Paez-Espino_2019,Metagenome,3300010334,DTR,29287,Clustered,IMG_VR_0736,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_213,3300010334_____Ga0136644_10001697,Paez-Espino_2019,Metagenome,3300010334,Linear,17330,Clustered,IMG_VR_1268,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_214,3300010354_____Ga0129333_10000799,Paez-Espino_2019,Metagenome,3300010354,DTR,27427,Clustered,IMG_VR_0748,NA,NA,NA,NA,NA,10.1128/AEM.00137-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_215,3300010354_____Ga0129333_10001104,Paez-Espino_2019,Metagenome,3300010354,Linear,24078,Clustered,IMG_VR_0749,NA,NA,NA,NA,NA,10.1128/AEM.00137-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_216,3300010370_____Ga0129336_10000987,Paez-Espino_2019,Metagenome,3300010370,Linear,16942,Clustered,IMG_VR_0751,NA,NA,NA,NA,NA,10.1128/AEM.00137-18 10.1186/s40168-019-0768-5,10.46936/10.25585/60000748
PE_217,3300010371_____Ga0134125_10003999,Paez-Espino_2019,Metagenome,3300010371,DTR,16893,Seed,PE_217,Complete,ATPase MCP Penton PRO,Group 002,Sputnik virophages,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000624
PE_218,3300010373_____Ga0134128_10002422,Paez-Espino_2019,Metagenome,3300010373,Linear,23200,Seed,PE_218,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000624
PE_219,3300010396_____Ga0134126_10005042,Paez-Espino_2019,Metagenome,3300010396,Linear,16491,Seed,PE_219,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1186/s40168-019-0768-5,10.46936/10.25585/60000624
PE_220,3300010396_____Ga0134126_10007836,Paez-Espino_2019,Metagenome,3300010396,Linear,13395,Seed,PE_220,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000624
PE_221,3300010430_____Ga0118733_100031587,Paez-Espino_2019,Metagenome,3300010430,Linear,11700,Clustered,IMG_VR_0760,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000564
PE_222,3300010883_____Ga0133547_10022499,Paez-Espino_2019,Metagenome,3300010883,Linear,16070,Clustered,IMG_VR_0762,NA,NA,NA,NA,NA,10.1038/s42003-018-0086-7 10.1186/s40168-019-0768-5,10.46936/10.25585/60000714
PE_223,3300010885_____Ga0133913_10005353,Paez-Espino_2019,Metagenome,3300010885,Linear,32998,Clustered,IMG_VR_0764,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_224,3300010885_____Ga0133913_10005368,Paez-Espino_2019,Metagenome,3300010885,Linear,32965,Clustered,IMG_VR_0765,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_225,3300010885_____Ga0133913_10006257,Paez-Espino_2019,Metagenome,3300010885,Linear,30798,Clustered,IMG_VR_0767,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_226,3300010885_____Ga0133913_10006437,Paez-Espino_2019,Metagenome,3300010885,Linear,30359,Clustered,IMG_VR_0768,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_227,3300010885_____Ga0133913_10006691,Paez-Espino_2019,Metagenome,3300010885,Linear,29830,Clustered,IMG_VR_0769,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_228,3300010885_____Ga0133913_10007194,Paez-Espino_2019,Metagenome,3300010885,DTR,28790,Clustered,IMG_VR_0770,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_229,3300010885_____Ga0133913_10007223,Paez-Espino_2019,Metagenome,3300010885,Linear,28852,Clustered,IMG_VR_0771,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_230,3300010885_____Ga0133913_10007866,Paez-Espino_2019,Metagenome,3300010885,Linear,27729,Clustered,IMG_VR_0773,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_231,3300010885_____Ga0133913_10008183,Paez-Espino_2019,Metagenome,3300010885,DTR,27158,Clustered,IMG_VR_0774,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_232,3300010885_____Ga0133913_10008278,Paez-Espino_2019,Metagenome,3300010885,Linear,27153,Clustered,IMG_VR_0775,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_233,3300010885_____Ga0133913_10008287,Paez-Espino_2019,Metagenome,3300010885,Linear,27144,Clustered,IMG_VR_0776,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_234,3300010885_____Ga0133913_10008424,Paez-Espino_2019,Metagenome,3300010885,DTR,26814,Clustered,IMG_VR_0778,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_235,3300010885_____Ga0133913_10008574,Paez-Espino_2019,Metagenome,3300010885,Linear,26715,Clustered,IMG_VR_0781,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_236,3300010885_____Ga0133913_10008686,Paez-Espino_2019,Metagenome,3300010885,Linear,26540,Clustered,IMG_VR_0783,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_237,3300010885_____Ga0133913_10008696,Paez-Espino_2019,Metagenome,3300010885,Linear,26532,Clustered,IMG_VR_0784,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_238,3300010885_____Ga0133913_10008705,Paez-Espino_2019,Metagenome,3300010885,DTR,26401,Clustered,IMG_VR_0609,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_239,3300010885_____Ga0133913_10009135,Paez-Espino_2019,Metagenome,3300010885,DTR,25981,Clustered,IMG_VR_0788,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_240,3300010885_____Ga0133913_10009174,Paez-Espino_2019,Metagenome,3300010885,Linear,25952,Clustered,IMG_VR_0789,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_241,3300010885_____Ga0133913_10009524,Paez-Espino_2019,Metagenome,3300010885,Linear,25466,Clustered,IMG_VR_0790,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_242,3300010885_____Ga0133913_10009566,Paez-Espino_2019,Metagenome,3300010885,DTR,25293,Clustered,IMG_VR_0792,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_243,3300010885_____Ga0133913_10009803,Paez-Espino_2019,Metagenome,3300010885,Linear,25152,Clustered,IMG_VR_1340,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_244,3300010885_____Ga0133913_10009934,Paez-Espino_2019,Metagenome,3300010885,DTR,24854,Clustered,IMG_VR_0794,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_245,3300010885_____Ga0133913_10010149,Paez-Espino_2019,Metagenome,3300010885,Linear,24731,Clustered,IMG_VR_0795,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_246,3300010885_____Ga0133913_10010443,Paez-Espino_2019,Metagenome,3300010885,Linear,24386,Clustered,IMG_VR_0797,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_247,3300010885_____Ga0133913_10010890,Paez-Espino_2019,Metagenome,3300010885,Linear,23948,Clustered,IMG_VR_0798,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_248,3300010885_____Ga0133913_10011061,Paez-Espino_2019,Metagenome,3300010885,DTR,23658,Clustered,IMG_VR_0800,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_249,3300010885_____Ga0133913_10011382,Paez-Espino_2019,Metagenome,3300010885,DTR,23434,Seed,PE_249,Complete,ATPase MCP Penton PRO,Group 001,Aquatic virophages 1,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_250,3300010885_____Ga0133913_10011474,Paez-Espino_2019,Metagenome,3300010885,Linear,23382,Clustered,IMG_VR_0802,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_251,3300010885_____Ga0133913_10011865,Paez-Espino_2019,Metagenome,3300010885,Linear,22981,Clustered,IMG_VR_0804,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_252,3300010885_____Ga0133913_10012200,Paez-Espino_2019,Metagenome,3300010885,Linear,22690,Clustered,IMG_VR_0605,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_253,3300010885_____Ga0133913_10012254,Paez-Espino_2019,Metagenome,3300010885,Linear,22645,Clustered,IMG_VR_0684,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_254,3300010885_____Ga0133913_10012256,Paez-Espino_2019,Metagenome,3300010885,DTR,22519,Clustered,IMG_VR_0808,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_255,3300010885_____Ga0133913_10012518,Paez-Espino_2019,Metagenome,3300010885,Linear,22395,Clustered,IMG_VR_0809,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_256,3300010885_____Ga0133913_10012712,Paez-Espino_2019,Metagenome,3300010885,DTR,22098,Clustered,IMG_VR_0810,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_257,3300010885_____Ga0133913_10013028,Paez-Espino_2019,Metagenome,3300010885,Linear,21969,Clustered,IMG_VR_0811,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_258,3300010885_____Ga0133913_10013167,Paez-Espino_2019,Metagenome,3300010885,DTR,21733,Clustered,IMG_VR_0812,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_259,3300010885_____Ga0133913_10013256,Paez-Espino_2019,Metagenome,3300010885,DTR,21662,Clustered,IMG_VR_0813,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_260,3300010885_____Ga0133913_10013406,Paez-Espino_2019,Metagenome,3300010885,Linear,21661,Clustered,IMG_VR_0814,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_261,3300010885_____Ga0133913_10013708,Paez-Espino_2019,Metagenome,3300010885,DTR,21314,Clustered,IMG_VR_0587,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_262,3300010885_____Ga0133913_10014576,Paez-Espino_2019,Metagenome,3300010885,Linear,20839,Clustered,IMG_VR_0816,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_263,3300010885_____Ga0133913_10015411,Paez-Espino_2019,Metagenome,3300010885,DTR,20182,Clustered,IMG_VR_0820,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_264,3300010885_____Ga0133913_10016225,Paez-Espino_2019,Metagenome,3300010885,Linear,19797,Clustered,IMG_VR_0821,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_265,3300010885_____Ga0133913_10016429,Paez-Espino_2019,Metagenome,3300010885,Linear,19671,Clustered,IMG_VR_0822,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_266,3300010885_____Ga0133913_10016501,Paez-Espino_2019,Metagenome,3300010885,Linear,19625,Clustered,IMG_VR_0823,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_267,3300010885_____Ga0133913_10017077,Paez-Espino_2019,Metagenome,3300010885,DTR,19181,Clustered,IMG_VR_0824,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_268,3300010885_____Ga0133913_10019370,Paez-Espino_2019,Metagenome,3300010885,Linear,18136,Clustered,IMG_VR_0827,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_269,3300010885_____Ga0133913_10020643,Paez-Espino_2019,Metagenome,3300010885,Linear,17575,Clustered,IMG_VR_0830,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_270,3300010885_____Ga0133913_10023783,Paez-Espino_2019,Metagenome,3300010885,Linear,16393,Clustered,IMG_VR_0833,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_271,3300010885_____Ga0133913_10025220,Paez-Espino_2019,Metagenome,3300010885,Linear,15931,Clustered,IMG_VR_0835,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_272,3300010885_____Ga0133913_10028904,Paez-Espino_2019,Metagenome,3300010885,Linear,14862,Clustered,IMG_VR_0843,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_273,3300010885_____Ga0133913_10029435,Paez-Espino_2019,Metagenome,3300010885,Linear,14731,Clustered,IMG_VR_0844,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_274,3300010885_____Ga0133913_10031394,Paez-Espino_2019,Metagenome,3300010885,Linear,14263,Clustered,IMG_VR_0848,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_275,3300010885_____Ga0133913_10032404,Paez-Espino_2019,Metagenome,3300010885,Linear,14043,Clustered,IMG_VR_0851,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_276,3300010885_____Ga0133913_10034462,Paez-Espino_2019,Metagenome,3300010885,Linear,13600,Clustered,IMG_VR_0858,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_277,3300010885_____Ga0133913_10036964,Paez-Espino_2019,Metagenome,3300010885,Linear,13101,Clustered,IMG_VR_0863,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_278,3300010885_____Ga0133913_10039029,Paez-Espino_2019,Metagenome,3300010885,Linear,12748,Clustered,IMG_VR_0866,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_279,3300010885_____Ga0133913_10039588,Paez-Espino_2019,Metagenome,3300010885,Linear,12658,Clustered,IMG_VR_0868,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_280,3300010885_____Ga0133913_10040382,Paez-Espino_2019,Metagenome,3300010885,Linear,12537,Clustered,IMG_VR_0870,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_281,3300010885_____Ga0133913_10040671,Paez-Espino_2019,Metagenome,3300010885,Linear,12497,Clustered,IMG_VR_0871,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_282,3300010885_____Ga0133913_10044899,Paez-Espino_2019,Metagenome,3300010885,Linear,11881,Clustered,IMG_VR_0874,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_283,3300010885_____Ga0133913_10044996,Paez-Espino_2019,Metagenome,3300010885,Linear,11867,Clustered,IMG_VR_0875,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_284,3300010885_____Ga0133913_10046438,Paez-Espino_2019,Metagenome,3300010885,Linear,11679,Clustered,IMG_VR_0878,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_285,3300010885_____Ga0133913_10048336,Paez-Espino_2019,Metagenome,3300010885,Linear,11431,Clustered,IMG_VR_0880,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_286,3300010885_____Ga0133913_10048399,Paez-Espino_2019,Metagenome,3300010885,Linear,11423,Clustered,IMG_VR_0881,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_287,3300010885_____Ga0133913_10055753,Paez-Espino_2019,Metagenome,3300010885,Linear,10610,Clustered,IMG_VR_0887,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_288,3300010885_____Ga0133913_10060220,Paez-Espino_2019,Metagenome,3300010885,Linear,10180,Clustered,IMG_VR_0894,NA,NA,NA,NA,NA,10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
PE_289,3300012031_____Ga0136561_1000418,Paez-Espino_2019,Metagenome,3300012031,Linear,14135,Seed,PE_289,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Lavidavirales;Maviroviridae,10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
